gene,fg,bg,ratio,p,LRT,tested,informative,outliers,p_UT,LRT_UT
ACN9,0.9806463753728746,0.7673196245021661,1.2780155023522486,0.2068616706541726,1.593255212780605,6,0,0,0.4695249318771946,4.577929450945703
ACO1,0.2669403681561481,0.2437239207007359,1.0952571556729518,0.4982738390250486,0.4586110033524164,6,0,0,0.0271379318745848,12.62687029231529
ACO2,0.1354985028734117,0.1256775987278194,1.078143632954521,0.6867984431472671,0.1625731522963179,6,0,1,0.003507903584027083,17.58917166714309
ACOT11,0.486407406241112,0.4439964908990313,1.0955208345367875,0.4614140691019259,0.5424622712816927,6,0,0,0.1083564146450546,9.0177965704097
ACOT12,0.7429764937501055,0.8103631041911034,0.9168439307114525,0.3845584868763672,0.7560786663052568,6,0,0,0.0534581781844089,10.89712983122081
ACOT13,1.346665695120143,1.155814172261142,1.1651230166918913,0.3504667271806804,0.8717665125523126,6,0,1,4.901623566333502e-05,27.33796960006475
ACOT2,2.126285660482688,1.789312154287905,1.1883257235956624,0.03420486190904015,4.484434446058003,5,1,1,7.911563202345206e-07,33.87322877073166
ACOT4,1.461013708579151,1.462114109785308,0.9992473903378727,1,-3.28681999235414e-05,6,0,0,0.2015041520077461,7.267352013499476
ACOT6,2.843084715110379,1.171899641308219,2.42604794377834,4.440892098500626e-16,65.92523504485871,6,0,1,0,150.0000825163061
ACOT7,0.3205093946423372,0.3361090894433603,0.9535874057233673,0.8623971711056448,0.03004102762861294,5,0,0,0.2629340623079056,5.246426532688929
ACOT8,0.8573515537482099,0.7133174284231215,1.201921500282832,0.1847398453517093,1.759075708330784,6,0,0,0.8004865230366989,2.339241538136775
ACOT9,0.6183461155477467,0.6777170418832204,0.9123957010576339,0.4624267744687717,0.5400143620208837,6,0,0,0.06472462005841673,10.39749789887355
ACOX1,0.4333150266102638,0.3906411184694349,1.109240697210854,0.3869436806112332,0.7485248300581588,6,0,0,0.3169367578973776,5.89133275875065
ACOX2,1.397536974029291,1.162344911919819,1.2023427467162138,0.01346400420383731,6.107097746862564,6,2,0,1.435884013378796e-05,30.05908589304454
ACOX3,2.311381107652998,1.07105850230023,2.1580344142631076,0,79.56499203939529,5,2,0,3.653040487883175e-06,30.6236841575701
ACOXL,2.525918443986421,1.012544357051101,2.494624977559322,0,176.8983909842864,6,4,0,2.764715401060158e-08,43.62121885854867
ACP1,0.4914104160231276,0.3736478753300013,1.3151698389536401,0.2523932723801655,1.310007638794559,6,0,0,0.05076263475344756,11.03131436211788
ACP2,0.4323935112254245,0.4447382593845865,0.9722426665602275,0.8529278610551511,0.03436722557307803,6,0,0,0.6746834311587357,3.164228862435266
ACP5,0.4671098435812879,0.5571747214904264,0.8383543358388236,0.5313315847497616,0.3918442321046314,4,0,0,0.3122418527310615,3.566478738037404
ACP6,1.103197797228365,1.011537767343982,1.0906145403992744,0.3878401865127621,0.7457027467207809,6,0,0,0.008654675495878172,15.43556702559727
ACPL2,0.4459374622938252,0.4853911485006738,0.9187177468548464,0.5349910207862216,0.3849026668976876,6,0,0,0.05377998310098242,10.88153824846268
ACPP,1.393862333394359,1.012056747481416,1.3772570924141325,0.0009846904953906277,10.85613392650703,6,0,1,7.264801015094413e-06,31.558627925373
ACPT,1.502411277557976,0.907293675004476,1.6559261008301025,1.440759502258082e-06,23.22547680397111,6,2,0,0,128.2875698687967
ACR,1.611862364765335,1.810261378502042,0.8904031118970904,0.2110679904540768,1.56408574229863,6,0,0,0.002918674893824691,18.0222283713847
ACRBP,0.9859991081216961,1.063211444202876,0.9273781932068381,0.4018060297624855,0.7029147384200769,6,0,0,0.001422967926265506,19.69923609517718
ACRV1,1.997046370270653,1.995432483616516,1.00080879040879,1,-0.001106787905882811,6,0,1,0.0008508321782917383,20.88707402523141
ACSBG1,1.047602332566427,0.6878122277952333,1.5230934988237892,1.789292825016275e-08,31.71074737906383,6,2,0,0,138.7352236729566
ACSBG2,1.681382973656623,1.433657595715192,1.172792568240711,0.01721030611370944,5.674799550462922,6,0,1,0.0002297499463379538,23.87210075030453
ACSF2,0.8398283596234817,0.9145188488305828,0.9183281030209387,0.3646447441563258,0.8218331376774586,6,0,0,0.2177383331191398,7.039239555644599
ACSF3,0.9291144803441587,0.9113688755174547,1.01947137465785,0.8797875185274776,0.02287310782776331,5,0,0,0.0006556586512596052,19.40025149334178
ACSL1,0.7380642560328963,0.5097018587156379,1.448031321472307,0.009630251061002904,6.702042868564604,4,0,1,0.0001639516285359965,20.07273440810968
ACSL3,0.3444221966183463,0.2615528861477402,1.316835771499752,0.03869644029598829,4.274144427065039,6,0,0,0.1570398697846189,7.985440281747287
ACSL4,0.1307990823900976,0.1653533559372231,0.7910276852182901,0.2259029958808659,1.466473028636756,6,0,0,0.2418339167185239,6.725932125342297
ACSL5,1.072282395243687,0.9344081461532405,1.1475524904807877,0.08458461724951993,2.974531434527307,6,0,1,5.484709686420786e-09,47.07507958009228
ACSL6,0.3007022884749067,0.2683617307526098,1.120511064046275,0.430399059272813,0.6217463812536153,6,0,0,0.1520297002183573,8.077242610612302
ACSM1,1.405296155650965,1.627729692911575,0.8633473738119654,0.07603454943244803,3.147689605837513,5,0,1,0.0007278648807558241,19.16963123095775
