gene,fg,bg,ratio,p,LRT,tested,informative,outliers,p_UT,LRT_UT
ADNP2,0.6293899520585141,0.7214637470900884,0.8723791799616549,0.08158180134507076,3.033104121808719,6,0,0,0.01597410629038543,13.94322540225403
ADO,0.5231281606239357,0.6327639140902244,0.826735136083225,0.2913037234685776,1.11358615998688,6,0,0,0.7779855546694482,2.490098222213419
ADORA1,0.3075182536447386,0.3521528687103277,0.8732521611166983,0.501414201805388,0.4519419316220592,6,0,1,0.001062761746805752,20.37456356068287
ADORA2A,0.9657173298980147,0.8340937115124257,1.1578043528789128,0.2269319106341172,1.459988751130368,6,2,0,5.999490682029318e-09,46.88396233305139
ADORA2B,0.5326822325294478,0.5861835030408048,0.9087294844808474,0.6458165629909906,0.2112152545196295,5,0,0,0.8665890137021887,1.269141133538142
ADORA3,1.45663170089389,1.297225129068567,1.122882735042128,0.2471797943956529,1.339173394648242,6,0,1,5.821805235672883e-07,37.06151028473687
ADPGK,0.3128988441884741,0.4704129015026742,0.6651578712849042,0.009072204382316373,6.808557101048791,6,0,1,0.01457388907016344,14.1684809468079
ADPRH,0.6738483413592647,0.6601896322882242,1.0206890693264892,0.9099720943172339,0.01278567055851454,5,0,0,0.4055976675429422,4.003017218403329
ADPRHL1,0.4384823846934982,0.5396435334890841,0.8125407931018371,0.1953461360233015,1.676830510717991,6,0,0,0.1352094736262159,8.406510682842054
ADPRHL2,0.4197647107165607,0.3293849520150663,1.2743894587429736,0.1682783219966605,1.898214389218992,6,0,0,0.02918961229783124,12.44362457251736
ADPRM,0.479301130009813,0.6805421494619078,0.7042930851362955,0.02189614406562257,5.254018773805001,6,0,1,0.006433104249731869,16.14832872581792
ADRA1A,0.201444983889565,0.3064553551229832,0.6573387624723457,0.02953016901794214,4.736437016737909,6,0,0,0.4106121685188361,5.043354008697861
ADRA1B,0.197127772901402,0.2389634947277587,0.8249283980634011,0.5204267631797137,0.4130474809480802,5,0,0,0.8583956821884656,1.317522281369747
ADRA1D,0.5096971635126382,0.6533782411907735,0.7800950986425896,0.2368519412840135,1.399233551583166,4,0,0,0.2604530732583968,4.009379682724102
ADRA2A,0.3580981576007621,0.5160815151968772,0.6938790618457883,0.06689512038623979,3.35760920948087,3,0,0,0.02463877278021909,7.406867895213509
ADRA2B,1.184782965110369,0.6350678409432252,1.86560063150212,2.210001914804138e-08,31.30069782506325,6,1,1,6.661338147750939e-16,80.54528827853574
ADRA2C,0.5894014935200094,0.456443747250881,1.2912905414301779,0.1698352238669776,1.884397146836818,4,1,1,1.312222382865436e-06,30.10405766876193
ADRB1,0.2128012889549147,0.6475003492860306,0.32865046202609943,0.001188382509188068,10.5083199776127,2,0,1,0.01734139517698008,5.661488952446234
ADRB2,0.4378506780211188,0.4536243230864033,0.9652275147902948,0.8131743402901727,0.05585325126048701,6,0,0,0.1765829337082121,7.650424330819078
ADRB3,0.9464144057280581,1.003590482560108,0.9430284784225965,0.6340881001393173,0.2265576637546474,6,0,0,0.0890021335528105,9.55106291714037
ADRBK1,0.07431951592796375,0.1356233573995302,0.5479846344536904,0.01886235933246727,5.514231436041882,6,0,0,0.02179391534038422,13.17488085559307
ADRBK2,0.1697226046916357,0.1854431027780187,0.9152273778270366,0.6365843512684501,0.2232371686604893,6,0,0,0.04624900934394804,11.27182720601013
ADRM1,0.1383767402545138,0.1939886052310275,0.7133240640073488,0.1711607571418341,1.872747319045629,6,0,0,0.02061651873688242,13.31289899660987
ADSL,0.261624362347176,0.3164156646674822,0.8268375796821381,0.2697488764311082,1.218023569137586,6,0,0,0.4660588277305259,4.604239503360077
ADSS,0.1200515503383556,0.1256627251244535,0.9553473412219835,1,-0.5779661659753401,6,0,0,0.5219405063523807,4.193257318689575
ADSSL1,1.187381784247241,1.050178450857727,1.130647637339591,0.4519447703895763,0.5657698712366255,6,0,0,0.03547465627943158,11.9503366619756
ADTRP,1.504720558774806,1.816490263213768,0.8283669828830388,0.100853336754763,2.69199711190231,6,0,0,0.04379901919709595,11.41183567790722
AEBP1,0.7113897445415485,0.7341997155333679,0.968932198543214,0.6999499043094782,0.1485239808971528,6,3,0,1.543078775867457e-09,49.77180778834008
AEBP2,0.1013120509158111,0.1346058732901212,0.7526569862033387,0.3968859552351011,0.7177408420457141,5,0,0,0.002867525378617786,16.1158970409424
AEN,1.19949791362209,1.130884949368736,1.0606719227200379,0.6059487785973512,0.266116583126859,6,0,0,0.0071754855279067,15.88657316113313
AES,0.3835201144471558,0.7529808804051995,0.5093357938129494,0.1170256955288049,2.456682755052498,4,0,0,0.886450425481117,0.6433074022061191
AF035281,2.463355700222027,2.652341295334895,0.928747633102396,0.5482575769073024,0.3604479209552665,4,0,0,0.005181540664745632,12.76161470563784
AF047486,1.360621965411703,1.784001305442865,0.7626799157940857,0.1417206945050916,2.15917574580908,6,0,0,0.06382902643785338,10.43410310055788
AF161365,4.200815060662565,3.072847259886562,1.3670757787087808,0.2132228870849797,1.549407799328037,2,0,0,0.03011312931866561,4.702822299091167
AFAP1,0.4827000508758732,0.4122717241894986,1.1708298739740943,0.1384085057951193,2.195564379471762,6,1,1,3.150448976985132e-05,28.32063504887265
AFAP1L1,0.4700127421591677,0.4302130558612914,1.0925115724770298,0.4198585066006167,0.6507112424951629,6,0,0,0.006506000110379384,16.12135744989428
AFAP1L2,0.7617774789260864,0.6589624303564295,1.15602566069517,0.09540798505414327,2.780674418347189,6,0,0,0.001321968745121027,19.86988739085064
AFF1,0.8783405108461114,0.9885729210276669,0.8884933950376024,0.05592512571755914,3.654285854267073,6,2,0,3.116658064239441e-05,28.34456408745609
AFF2,0.652066826094991,0.5493919918296127,1.186888115939669,0.01626394526279529,5.774110962629493,6,1,1,4.472882538297807e-05,27.54175654139544
AFF3,0.5203155623449474,0.50662269790614,1.0270277358187851,0.7386393108451054,0.1113261889840942,6,1,0,2.533673271187808e-11,58.45524452493555
AFF4,0.104217739553063,0.1581683999996623,0.6589036719931763,0.006926642922294057,7.291893617453752,6,0,0,0.04791422320992389,11.18061450792447
AFG3L1P,3.398034783951871,1.488718359689766,2.2825235961085264,4.19331569467829e-09,34.53185840394144,6,2,0,0.00233490173497608,18.54559950948715
AFG3L2,0.2143181821693815,0.2908894040491382,0.7367686109775866,0.05254459830335179,3.758343855599378,6,0,0,0.06039026299489136,10.5792705969543
AFM,2.319738706705538,1.520959819843131,1.5251807946805538,3.048681307404877e-10,39.6431758278195,6,3,0,0,144.834536264636
AFMID,1.793853011868374,1.52368849025042,1.1773095507032099,0.09835955303633448,2.731943038390455,6,0,0,0.01909837639287615,13.50250183222306
AFP,0.9338415249060477,1.056202465456132,0.8841501089497633,0.1472136043632033,2.100888160748582,6,2,0,4.967691797919116e-07,37.40505682869843
AFTPH,0.6343910230860677,0.6986131133267424,0.9080720229615301,0.2446574538296028,1.35355576530128,6,0,0,0.1542443344275398,8.036337499957881
AGA,1.25521702855528,0.9248209755771201,1.3572540650605176,0.009788015597124722,6.673075239850732,6,0,1,0.07880582432729966,9.876680221917923
AGAP1,0.1954230939281321,0.1301151443902162,1.5019242751793511,0.01176012563218853,6.346678876338046,6,2,0,2.573768743685534e-07,38.82640016680307
AGAP2-AS1,1.310583729173254,1.595795631327773,0.8212729145540961,0.1200465247311587,2.416713828439242,6,0,0,0.2399146271195375,6.749902946277871
AGAP2,0.125262944692697,0.2979030934582789,0.4204821884813357,1.280809236448022e-09,36.84230035426299,6,5,0,0.0003735221864172855,22.76991602471389
AGAP3,0.141608394259148,0.2157281676981986,0.656420511841813,0.0145530852109792,5.969781350117046,6,0,0,0.4431872933439512,4.781003224052256
AGBL1,1.154343242426873,1.097022790406211,1.0522509217875382,0.4245810832796807,0.6376003501572995,6,1,1,5.640318510358178e-06,32.11398528784775
AGBL2,0.6170728176166804,0.9080053823672454,0.6795915856885346,3.91318460246648e-06,21.30690963335655,6,3,0,0.001528557271574971,19.5331165648895
AGBL3,0.811026394808633,0.9326083355186506,0.8696323675443,0.05859482685934569,3.576717503856344,6,0,2,0.0003543321374530617,22.88984639343107
AGBL4,0.2805847972553173,0.3485388714697359,0.805031576742455,0.2360716066645862,1.403900400584462,6,0,0,0.1510327436995068,8.09582973261422
AGBL5,0.423766875712804,0.5054281749214941,0.8384314463249419,0.09014519654459052,2.871778619133693,6,0,1,0.0006934890283450956,21.35675581203759
AGER,1.213225691710648,1.133221720134929,1.0705986923425659,0.5117401921966596,0.4305071708113246,6,0,0,0.1980340240652564,7.318146598056046
AGFG1,0.1874777605389101,0.2097247102428352,0.8939230876601718,0.5374868442381523,0.380217523970714,6,0,0,0.6539645253600281,3.299197641023056
AGFG2,0.4678702407606694,0.6721365529664804,0.6960940283573629,0.005419216208176869,7.73394684172672,6,0,0,0.1140156949036446,8.878353952459292
AGGF1,0.4365959335571846,0.6047325104570984,0.7219653747855814,0.002159261400867529,9.408972952234762,6,1,0,3.231070005571546e-05,28.26455631977296
AGK,0.466421382102383,0.4853086161545982,0.9610820137464888,0.7875155632128044,0.07265083213678736,6,0,0,0.5728275911722811,3.83895624343495
AGL,0.4300694767096028,0.3317248420846637,1.2964644854660579,0.002023464649036799,9.528127514589869,6,0,1,5.26464563277429e-07,37.27936753847462
AGMAT,0.8321269571104211,0.7349774783688436,1.132180211776263,0.5333069859457183,0.3880864077109436,5,0,0,0.07895929293513504,8.368990692168154
AGMO,0.7759594066054463,0.8554622392718573,0.9070644746002099,0.3821576005231234,0.7637497149116825,6,0,0,0.6562648902270202,3.28417793477638
AGO1,0.0097230169999209,0.004529112597109026,2.1467819117871327,0.3545038584768498,0.8572697633790085,6,0,0,0.1940640640265828,7.377206976920206
AGO2,0.01968770981131558,0.02298545871929228,0.8565289060248854,0.7921157472234788,0.06946608777070651,6,0,0,0.2398899134969815,6.750212647406443
AGO3,0.009928884282268778,0.02854816159293101,0.3477941740643409,0.06464371434310023,3.414047364007274,6,0,0,0.01502802954560856,14.09321328337228
AGO4,0.01199195652740463,0.017282392101182,0.6938829102589601,0.5201743037942543,0.4135476989258677,6,0,0,0.6968691833893479,3.020214561161993
AGPAT1,0.2837227065403577,0.2242596724724036,1.2651525948129232,0.3514823372645743,0.8680982310424952,6,0,0,0.1409878408302236,8.28946218465535
AGPAT2,1.29049124384591,0.880534475640469,1.4655771915202447,0.02964507737278677,4.729756764591002,5,2,0,0,124.4460016902849
AGPAT3,0.4537586942568582,0.2958811477343933,1.5335843386148702,0.01768515009998262,5.627071771490591,6,0,0,0.002893170747466645,18.04285612987405
AGPAT4-IT1,5.144973683308686,5.008360480742985,1.0272770306951697,0.8241634706698434,0.04936982770595932,4,0,0,0.04646842492036729,7.978007155657906
AGPAT4,0.3243997702590621,0.424907815283581,0.7634591753567995,0.1303979032182958,2.287761086065075,6,0,0,0.01232001353696432,14.57922188339944
AGPAT5,0.3902213217835433,0.5438048432069043,0.7175760323912264,0.05129927228207487,3.798475418318048,6,0,0,0.08760591455535316,9.59354798464301
AGPAT6,0.02535202899897763,0.09550721669015702,0.26544621315082684,0.003179566069783091,8.70145240327929,6,0,0,0.5723077686653982,3.842499882271113
AGPAT9,0.4506024455342217,0.3134393176545163,1.4376066439466006,0.01852455414307852,5.545850349550165,6,0,0,0.04815709309548499,11.16756215576424
AGPHD1,0.9554424835237776,0.887870668541475,1.0761054705110422,0.5425966903189003,0.3707482495810837,5,0,0,0.02875895295412245,10.81209765270978
AGPS,0.2685434306115905,0.2774741669483841,0.9678141701081133,0.8352311870531632,0.04326281740395643,6,0,0,0.1490538499765002,8.13304936741406
AGR2,0.1952689850887674,0.3312592408390091,0.5894748312354778,0.1095831842854444,2.560222145829357,6,0,0,0.2324353057444584,6.844873048841691
AGR3,1.81342085937151,0.7663827455861052,2.3662078378143327,5.538512981573263e-10,38.47762146898276,6,2,0,6.505906924303417e-14,70.94888129521223
AGRN,1.182521763527373,0.7400958719838124,1.5977953779929168,7.304934435126142e-12,46.94385871726263,5,3,0,0,238.4535767625493
AGRP,1.318146980392458,1.008230949714348,1.307385952361327,0.1343721909422351,2.241251429352815,6,0,0,0.1094639517557329,8.98999345221182
AGT,1.956521761476379,1.524148515229212,1.2836818341040366,0.007951975780573384,7.044258051842917,4,3,0,1.050270981295398e-13,63.49961271424399
AGTPBP1,0.3041100134992072,0.3873675025152996,0.7850684725087281,0.01940817005648066,5.464359164085181,6,0,0,0.02900935762371715,12.45922228362906
AGTR1,0.5553396705456869,0.4148561967878496,1.3386317351544303,0.06828730411881534,3.323716303853871,6,0,0,0.7327281617025612,2.787359529693276
AGTR2,0.4424965779181135,0.4032494936968652,1.0973270514525468,0.6565388113713048,0.1977553310880467,5,0,0,0.3677323026016551,4.293559272107814
AGTRAP,1.85896045107228,1.275075291960977,1.4579221029476057,0.01414443132092125,6.020026875927215,6,0,1,0.003414348043732973,17.65293688931888
AGXT,0.9071058768100562,0.9937823573797117,0.9127812242529704,0.4104708084343786,0.6774366383615416,6,2,0,3.764777967152355e-08,42.95995620185931
AGXT2,1.063235343122441,0.766331819979934,1.3874346796016916,0.0008351233150099002,11.1615009104753,6,0,1,0.008423902578460929,15.50074389760994
AGXT2L1,0.588156775416343,0.6889645785237971,0.8536821685035697,0.1777466290516447,1.816364511618303,6,0,0,0.003464217737131126,17.61873708863277
AGXT2L2,0.5320140308891729,0.5222743309412171,1.0186486284524139,0.8939353245908535,0.01777590372148552,6,0,0,0.2025874440951262,7.251649220246691
AHCTF1,1.189087851322909,0.9942362430473217,1.1959811962581142,1.920076734329701e-05,18.26697045186302,6,2,0,0,277.5040717533557
AHCY,0.2038900680450041,0.1586818416341089,1.2848985488531008,0.2730436127624684,1.201392135546484,6,0,1,1.279961899247617e-06,35.3518113100281
AHCYL1,0,0.01753998338381347,0.0,0.03113156132048656,4.645693201426639,6,0,0,0.9999864390603667,0.03671579931824454
AHCYL2,0.08147028035043719,0.05654116460625269,1.4409020563652781,0.2516544138682724,1.314095863825059,6,0,0,0.8044425688931697,2.312409309349277
AHDC1,0.1182871133769975,0.2561221272488104,0.4618387120535167,2.708475110857478e-09,35.382949924282,6,2,0,0.1831457260085904,7.545204373574961
AHI1,1.065214055187816,0.8860769342795253,1.2021688117341054,0.002192320718766627,9.381115792944911,6,0,0,0.2570383771799775,6.541426152864005
AHNAK,1.546049431679587,1.206932958804762,1.2809737445654443,0,95.87524901458528,6,4,0,0,801.9888328620582
AHNAK2,9.42469447883902,2.758293776920675,3.416856666138236,0,658.2809193756548,2,2,0,0.08776728659052013,2.914855270006228
AHR,1.281087908010093,0.980502487204621,1.3065626295986568,8.371222724756766e-05,15.47254894889193,6,0,1,0.0001604697629682406,24.68209692186792
AHRR,1.640497717463405,1.70269713855612,0.9634700618893035,0.5940597006401714,0.2840487779030809,6,2,0,2.076572247489139e-11,58.87384217564249
AHSA1,0.1168248435664866,0.2600000070637994,0.44932630920206035,0.00469060661222398,7.995024479008862,6,0,0,0.2427435693471304,6.71462646872169
AHSA2,1.48623654417766,0.9967815647220755,1.4910353449324227,0.0112385469909172,6.427202260334525,6,0,0,0.05095374523592144,11.02158230040186
AHSG,2.728158871334932,2.10513668601694,1.2959533171676332,0.001556367237460221,10.01066016613186,6,2,0,0.0001209925607532636,25.31723812181008
AHSP,1.950475836287861,1.530723547212215,1.2742182217292648,0.1277955047374271,2.31908104086142,6,0,0,0.1695355016258659,7.767292846328019
AICDA,0.1988462516642813,0.2036371545745076,0.9764733360165206,0.940824772709356,0.005510578474968497,6,0,0,0.002126564911253626,18.76412000629853
AIDA,0.07492026650004566,0.09535711621555762,0.785680916888113,0.5819606380035788,0.3030756826219658,5,0,0,0.3341619622134461,4.571426465996865
AIF1,0.5484965032844168,0.5191637467078051,1.0565000094144108,0.8163064367409089,0.05396243797349598,5,0,0,0.8378159035991787,1.436563246461446
AIF1L,0.5570108579032594,0.6880517875287562,0.8095478683426571,0.422108069722707,0.6444386043276609,6,0,0,0.02324541779860523,13.01426906867346
AIFM1,0.2340752655602054,0.2875007447793707,0.8141727275866215,0.2051642166686123,1.605225739731395,6,0,0,0.6889147668465847,3.071816141615272
AIFM2,0.6939095936494415,0.4813758185391585,1.441513193901729,0.005982672386718457,7.555514235293231,6,0,1,0.01718246447914251,13.76366018367662
AIG1,0.3328379870672203,0.2309565367662705,1.4411282387908961,0.1212695693326441,2.400847070608506,6,0,0,0.03741667793009318,11.81471871991653
AIM1,1.063627341448509,1.042375923421948,1.0203874797460746,0.6954950326727549,0.153200908069266,6,2,0,4.384086624953376e-06,32.6659785060765
AIM1L,1.902547213168055,1.677252505332385,1.134323667497532,0.007871506966092734,7.062477412167937,6,0,1,1.320427707951488e-06,35.28412698057946
AIM2,1.977038897214604,2.833187834958949,0.697814268725762,0.0001735744772158876,14.09749837052004,4,0,0,0.09905603967810528,6.273040777658025
AIMP1,0.4635865883529586,0.5419873225830705,0.8553458153661972,0.3378714283629326,0.9184912671462371,6,0,0,0.2057523459541319,7.206181973608182
AIMP2,0.5541898231837,0.5854874452809019,0.9465443326761924,0.7263337733116152,0.1225045931732893,6,0,0,0.2755197445014774,6.328879601189328
AIP,0.2463786470238398,0.3610872598198523,0.6823243975618497,0.05589456924508274,3.655196267136489,6,0,0,0.256890689200484,6.543174401025681
AIPL1,1.324536075420558,0.9340292942054533,1.4180883657908132,0.02802675821119904,4.826420702385803,5,0,0,0.07839613233005183,8.38672389382009
AIRE,1.357706596693549,1.319549505155224,1.0289167563545383,0.7475833384753972,0.1035729748400627,6,0,1,8.06235002093203e-08,41.32597581444134
AJAP1,1.202732940164307,0.637966875818184,1.8852592285795686,6.582476808070226e-08,29.18387449632064,5,2,0,3.33066907387547e-16,78.415540390155
AJUBA,0.3096789397030788,0.3015576977510246,1.0269309721244766,0.8789007080658755,0.02321445671623223,6,0,1,0.0001382958184621419,25.01681798952814
AK022898,3.4997208876548,2.894773362794734,1.208979235692574,0.3474592272032577,0.8827146794737928,5,0,0,0.02688412712412169,10.97168136067557
AK026379,2.275919110573732,2.423676505124861,0.9390358431751531,0.7332604049733881,0.1161389776580108,6,0,0,0.9415770306345235,1.233971593367642
AK054970,2.602836138247962,2.736808513797517,0.9510479542598109,0.7747649409297398,0.08188054954280233,5,0,0,0.02794335547051352,10.88024712748211
AK055055,3.010662908698116,3.159848090310307,0.9527872298451092,0.7296624456730781,0.1194217966294673,5,0,0,0.3404317932753012,4.517887143638291
AK055272,1.59339467798231,2.388331784654234,0.6671580088747974,0.06728375409080334,3.348072550612414,4,0,0,0.008538960208018809,11.68625628446534
AK055601,1.174703617290422,1.050480895497902,1.1182531946320085,0.5615354510882584,0.3370526462331327,6,0,1,8.150700716325066e-05,26.20278651708031
AK055980,3.354113407349351,2.640020198377803,1.270487782408003,0.1623676882300725,1.952035377487846,5,0,0,0.09532347293618648,7.899666079364579
AK056081,4.660831193100574,4.376151576033645,1.0650525038085976,0.7401872723982619,0.1099621141884199,4,0,0,0.03712985916775258,8.476211760503247
AK056228,4.245013446450358,4.426171786442372,0.9590711005508388,0.7728001456612104,0.08335585123859346,6,0,0,0.01871512292327226,13.55265950579087
AK056253,2.913370508267008,3.643835267915061,0.7995340881405948,0.09600288606613394,2.770721396949739,5,0,0,0.1933178884129368,6.079107055797067
AK056490,1.78900107260362,4.618109464449221,0.387388191288139,0.104902255323794,2.629386271570183,2,0,0,0.0770143419891659,3.126809158060496
AK057304,1.957592038060214,2.982575467283127,0.6563428350878961,0.05653801586169127,3.636135766799271,3,0,0,0.1159575654222063,4.309061940360607
AK074396,0.5889834563088199,0.5779377058691519,1.019112354718328,0.9214241476798799,0.009729840106956544,5,0,0,0.04766901075703567,9.603218132571783
AK091593,3.158881221871896,2.848524832526905,1.1089533732692356,0.5062329475163547,0.441845720361016,6,0,1,0.000169946526220599,24.55280812626006
AK092965,2.544808594924984,3.097223101736936,0.821642003605696,0.2820333563875879,1.157265586837639,5,0,0,0.004979211032226649,14.86971307096064
AK094577,2.316836445907736,2.806918809056119,0.8254020167711289,0.2477728159065704,1.335818028865106,5,0,0,0.4817220101144425,3.474789407389835
AK094674,1.788466495722991,3.479391788528896,0.5140169904462422,0.03437199657356182,4.476103658146258,3,0,0,0.006531071232359853,10.06236860273111
AK095498,5.173050718075171,3.372944716188816,1.533689743934002,0.01616833534389417,5.784473997035093,5,0,0,0.2152384211036384,5.791890533132573
AK095633,0.9486163728512691,1.075874433892616,0.8817166232113954,0.6896583824162602,0.159455432435152,3,0,0,0.3282555168686738,2.227925917845369
AK095700,2.878013052411901,3.680868705482308,0.7818841916652369,0.1409242077675813,2.16783830766326,5,0,0,0.2875321278342683,4.997714054497919
AK096379,3.22437012185288,2.014738768239844,1.600391163699013,0.06797830302112673,3.331174788216231,3,0,0,0.001572741736181715,12.90986970790982
AK096395,1.225762468452249,1.714174054083325,0.715074683071049,0.06977413480266959,3.288325782941683,6,0,0,0.2418031278238779,6.726315406282083
AK096898,3.529777416281132,3.278191748851972,1.0767452567462734,0.6413717634791296,0.21695259448461,5,0,0,0.6020947277325877,2.740797260894396
AK096982,0.07059548251036646,0.1209498518670876,0.5836756425956122,0.1812351884789019,1.787466182305252,2,0,0,0.1736071819768713,1.851515961941914
AK096995,1.67467102310712,2.66146844695823,0.6292282085933002,0.02046804940489499,5.371527178997894,5,0,0,0.9686885613389739,0.5477551819230939
AK097351,0.6180041300159533,2.471182846594,0.2500843395169,0.07594224905509217,3.149671520610809,2,0,0,0.2492846060420988,1.327308485488174
AK097370,2.889161737384967,2.960740583291242,0.975824006226609,0.912276697784778,0.01213683327387116,5,0,0,0.3370154003460931,4.546960836024482
AK097878,2.25030834917473,2.571662390132583,0.8750403465902515,0.4240213832958739,0.6391427696071332,6,0,0,0.08555401079638969,9.657132688143975
AK098012,2.015022061871724,2.732246678997031,0.7374963898250249,0.2403559054642948,1.37850534599238,3,0,0,0.03753621690058817,6.564898056222773
AK098727,2.790550556612768,3.37287801718303,0.8273499789783053,0.2055166212031991,1.602730972375866,4,0,0,0.1588578468554052,5.183282578469516
AK098763,1.035965016569743,1.174172349980279,0.8822938272964295,0.5884792205802647,0.2927255248841902,6,0,0,0.5392200285408901,4.071137754734991
AK1,0.1996958006939382,0.2918769404019359,0.6841780663417345,0.1916028695041682,1.705249623109012,6,0,0,0.2869946758687948,6.202671753291725
AK123582,4.619784515296847,4.740442519924263,0.9745471010100248,0.8853460793237281,0.02079234769007599,3,0,0,0.006970926062700222,9.932014397996682
AK123872,2.288141804860051,2.549806131498055,0.8973787366005463,0.4572000479951481,0.5527405895736592,6,0,0,0.7747128249745425,2.511827216067104
AK123878,5.965599482980168,4.332987275336828,1.3767867533182236,0.04441912567978301,4.040558254007919,4,0,1,0.0001641586020095787,20.07009097994887
AK124121,4.859668627655728,6.408853611337952,0.7582742440954574,0.5683573159484105,0.3254387939482513,2,0,0,0.01449900450455632,5.976346807476602
AK124326,2.52906948100181,1.777899976652498,1.422503804608651,0.1892337969196587,1.723572793602216,4,0,0,0.1129872794953823,5.971861480427833
AK124439,2.661654809091202,2.378614364626146,1.1189938346771662,0.3210723540753398,0.9845732194007724,6,0,0,0.04144566701604047,11.55348581805811
AK124973,2.107718510209502,2.356258235914079,0.894519317994804,0.5087064705446345,0.4367269334834418,6,0,0,0.003292215318187242,17.73880310856384
AK125051,4.184004257118806,3.806805283357082,1.0990854392818028,0.4870641820466878,0.4830053034365847,6,0,0,0.05804638340866819,10.68272643872297
AK125157,2.164789793926874,2.053561902158369,1.0541633985572094,0.7454864383309268,0.1053629205780453,4,0,0,0.1119049074845088,5.993950708418197
AK125397,3.589792552848198,2.889958835806252,1.242160444768655,0.07672865778429716,3.13286776235509,6,0,0,0.007844109480499184,15.67248045725319
AK125437,3.180028754785342,3.218388277486544,0.9880811389447517,0.9773359921878367,0.0008070680005403119,4,0,0,0.1454684945081691,5.388392247332376
AK125594,2.767786663218225,3.788868073133573,0.7305048921719606,0.05016396348468066,3.835969786137866,5,0,0,0.01008405114050304,13.25744062308513
AK125684,2.697084324724371,3.278079969285525,0.8227634316414236,0.268748097667503,1.223125728949526,5,0,0,0.0962666764412683,7.874980411583238
AK125726,1.21434109782117,1.628649093167255,0.7456124851668477,0.0008784477558996251,11.06769585916481,6,0,1,0.007311618334998271,15.8414525272201
AK125955,3.453760212010732,3.450798378247698,1.0008583039164805,1,-0.004400164596518152,5,0,1,0.0008626767170881733,18.79397310028617
AK125994,3.670965667250238,3.664928833072865,1.0016471900144133,1,-0.001691915955234435,5,0,0,0.3621774269955069,4.33810851970884
AK126380,4.468646232116298,5.065982669826877,0.8820887325042919,0.6488956183144952,0.2072953151018737,3,0,0,0.003799157354323013,11.14595197150811
AK127124,2.753949412829327,2.362464869564518,1.1657102072958965,0.3085320640958744,1.036949226770957,5,0,0,0.5423884992626888,3.092975673620458
AK127191,4.439557528564436,2.986860960238782,1.486362300644058,0.1068009883526287,2.600930576009887,3,0,0,0.02019837315637174,7.804306429366989
AK127378,0,6.215638389559789,0.0,0.01215468088392613,6.288165262046732,2,0,0,0.9908098973749082,0.0001326721617260773
AK127555,5.045929002613351,3.423437222055426,1.4739364782578908,0.0130689720945445,6.15974942158482,4,0,0,0.03640515688696855,8.519854127306644
AK128361,1.488204285066604,3.387328459191207,0.4393445462982774,4.779342839267287e-07,25.35088008324419,5,0,1,0.1327176051514318,7.060650920329863
AK128707,2.790614084688988,2.619654476496661,1.0652603653367891,0.8306992108710378,0.04571253131962294,3,0,0,0.8265946219437805,0.380881766305265
AK128777,3.437656813864871,4.718375417376336,0.7285678882619282,0.3086315167737455,1.036522976266497,2,0,0,0.04079342350481352,4.184575671606581
AK130486,6.250423018293207,3.611068228903267,1.7309069289426164,0.1586275365098658,1.987261232050514,2,0,0,0.8974672268043449,0.01660529086075258
AK130759,3.916047250651128,3.493807749816431,1.1208536734331997,0.5120828270511599,0.4298087084516737,4,0,0,0.04831029193579794,7.891399368975726
AK131516,1.443890146864096,1.571334518638884,0.9188941818161147,0.7111312692620914,0.1371496320116421,6,0,0,0.2632061517900879,6.469142302328692
AK2,0.3848522928151086,0.3144975812122333,1.223705096019157,0.3655964799139537,0.8185772269489462,6,0,0,0.0008794825748834612,20.81086744443019
AK293147,1.642770485252296,3.005341236690629,0.5466169582330871,0.005151803434052304,7.825365265518485,4,0,1,0.02091356205103889,9.739687568999216
AK296065,1.796451462950408,2.369232243089042,0.7582420289064472,0.02547651434081943,4.991201429536886,6,0,0,0.000700456152885387,21.33382702695599
AK296276,7.207222178330891,3.901551024516793,1.8472710296601864,9.993529042073845e-07,23.9293731561811,5,0,1,0,101.380395037595
AK296947,0.7070918860519485,1.285097802652895,0.5502241810640883,0.03003547262557926,4.707260809182117,5,0,0,0.09457200837099355,7.919497689455966
AK297683,2.144510821229753,1.757868229176039,1.2199497013692226,0.1820424888346522,1.780870350130499,6,0,0,0.1424207612526506,8.261101771764515
AK299452,3.617118739370961,4.529384267611237,0.7985895048111258,0.2924374303802796,1.108365951859014,3,0,0,0.2454875050736686,2.809018457426646
AK3,0.257357606284066,0.3473781968258649,0.7408571080040329,0.2209851447651942,1.497962410467153,6,0,0,0.0772715737184243,9.929020805586333
AK300387,0.787858555438614,0.7489217331669996,1.0519905092177797,0.8108233996530351,0.05729508924014226,5,0,0,0.8882768384544225,1.137505259647696
AK302694,0.6784179213163699,0.5572432259991491,1.2174538687302154,0.2007950062666103,1.636582515509872,6,0,1,9.041191254355319e-05,25.97068149810002
AK302879,0.7709551489187034,1.022278974278939,0.7541533850507822,0.1384231106946721,2.195401788416348,3,0,2,3.267726793265702e-06,25.26283197017801
AK304483,4.229224100583197,4.538362695646949,0.9318832328319049,0.5838063969809666,0.3001212834369653,4,0,0,0.08797186544139446,6.543262452947602
AK307192,4.594461641576345,3.868379855637852,1.1876966102179152,0.2614357227397798,1.261138369791297,4,0,0,0.06476363817690245,7.235325038023802
